"Id","word_freq_make","word_freq_address","word_freq_all","word_freq_3d","word_freq_our","word_freq_over","word_freq_remove","word_freq_internet","word_freq_order","word_freq_mail","word_freq_receive","word_freq_will","word_freq_people","word_freq_report","word_freq_addresses","word_freq_free","word_freq_business","word_freq_email","word_freq_you","word_freq_credit","word_freq_your","word_freq_font","word_freq_000","word_freq_money","word_freq_hp","word_freq_hpl","word_freq_george","word_freq_650","word_freq_lab","word_freq_labs","word_freq_telnet","word_freq_857","word_freq_data","word_freq_415","word_freq_85","word_freq_technology","word_freq_1999","word_freq_parts","word_freq_pm","word_freq_direct","word_freq_cs","word_freq_meeting","word_freq_original","word_freq_project","word_freq_re","word_freq_edu","word_freq_table","word_freq_conference","char_freq_.3B","char_freq_.28","char_freq_.5B","char_freq_.21","char_freq_.24","char_freq_.23","capital_run_length_average","capital_run_length_longest","capital_run_length_total","class"
"3218",0.27,0.27,0,0,0.83,0,0,0,0,0,0,0.27,0.27,0,0,0,0,0,1.1,0,0.27,0,0,0,1.93,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0.084,0,1.231,6,101,"0"
"809",0,0.51,0,0,0.51,0.51,1.02,0,0,0,0,0,0,0,0,0,0,0.51,0.51,0,0.51,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0,0.071,1.212,0,7.025,130,281,"1"
"3728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2,5,"0"
"237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,3,32,"1"
"3873",0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,3.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0.325,0,0,0,0.651,0,1.125,3,18,"0"
"3502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,2.4,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0,1.2,1.2,1.2,0,0,0,1.2,0,0,0,0,1.2,0,0,0,0,0.57,0,0,0,0,2.312,11,37,"0"
"4286",0,0.56,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,2.27,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.56,0,0,0,0,0.099,0,0,0,0.099,1.035,2,29,"0"
"1913",0.32,0,0,0,0,0,0,0,0,0.64,0,3.23,0,0,0,0,0,0,0.32,0,0,0,0,0,3.88,2.58,0,0,0,0.32,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,0,0,0,1.89,11,138,"0"
"109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0.305,0.611,0,1.529,0,0,5.5,22,66,"1"
"2765",0.01,0,0.03,0,0.33,0.03,0,0,0.23,0.01,0,0.09,0,0,0,0.13,0,0.01,0.07,0,0.05,0,0,0,0.53,0.55,0.01,0,0,0,0,0,0.47,0,0.01,0.01,0.45,0.01,0,0,0,0,0.01,0,0,0,0.05,0,0.2,0.127,0.064,0,0.005,0,2.589,38,2349,"0"
"2778",0,0,0.26,0,0,0,0,0,0,1.05,0,1.31,0,0,0,0,0,0,0.26,0,0.26,0,0,0,0.26,1.05,0,0,0,0,0,0,0,0,0.26,0,1.05,0,0,0,0,0,0,1.05,0,0,0,0.26,0,0.439,0,0,0,0,2.724,50,237,"0"
"865",0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0.235,0.235,1.882,6.266,41,94,"1"
"3480",3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,3.03,0,0,0,0,0.609,0,0,0,0,1.181,3,13,"0"
"2117",0,0,0.09,0,0.09,0,0,0.55,0,0.09,0,0.73,0.09,0,0,0,0.55,0,0.09,0,0,0,0.36,0.09,3.48,0,0,0,0,0,0.09,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0.55,0,0,0,0,0.012,0.1,0,0,0.1,0,2.188,22,510,"0"
"888",0,0,0.89,0,1.78,0.44,0,0,0,0,0,0.44,0,0,0,1.33,0,0,2.23,0,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,2.25,12,144,"1"
"4599",0.3,0,0.3,0,0,0,0,0,0,0,0,1.8,0.3,0,0,0,0,0.9,1.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0.102,0.718,0,0,0,0,1.404,6,118,"0"
"1902",0,0,0.1,0,0,0,0,0,0,0.1,0.1,0.96,0.1,0,0,0,0,0,0,0,0,0,0,0,3.52,0.1,0,0,0,0,0,0,0.74,0,0,0.1,0.21,0.1,0,0,0,0,0,0,0,0,0,0,0.014,0.117,0,0,0,0,2.204,24,496,"0"
"4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.19,0,4.87,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,"0"
"4596",0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,3.57,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,1,1,24,"0"
"1815",0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,1.7,0,0,0,2.56,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0,0.149,0,0,1.04,2,26,"0"
"1264",0.44,0,0.88,0,0.44,1.32,0,0,0,0,0,0,0,0,0,0,0,0.44,1.76,0,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0.444,0.37,0,2.413,16,140,"1"
"4053",0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,1.94,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0.255,0,0,0,0.127,2.344,11,68,"0"
"4147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,"0"
"2220",0,0,0,0,0,0,0,0,0.27,0,0,0.27,0,1.36,0,0,0.27,0,0.81,0,0.54,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,1.09,0,0,0,0,1.91,0,0,0,0,0,0,0.23,2.521,31,517,"0"
"3080",0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9,"0"
"4337",0,0,0.55,0,0,0,0,0,0.55,0,0,0,0.55,0,0,0.55,0,0.55,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,0.563,0,0,2.928,55,82,"0"
"253",0.08,0.16,0.32,0,1.38,0.16,0.08,0,0.24,0.08,0,1.3,0,0.08,0,0.48,0.08,0.08,3.5,0,0.73,0,0.08,0.16,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.061,0.39,0.097,0.012,5.594,119,1561,"1"
"1097",0,0,0,0,0.45,0.45,0.45,0,0,0,0,0.45,0,0,0,0,0,0,0.9,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,1.083,7.857,45,440,"1"
"4577",0,0,0,0,0,0,0,0,0,0,0,0.37,0.37,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0.37,0,0,0,1.11,0.37,0,0,0,0.131,0,0,0,0,1.488,5,64,"0"
"3885",0,0.19,0.59,0,0.19,0,0,0,0,0.59,0.39,0.19,0,0.19,0,0,0,0.79,2.79,0,1.99,0,0,0,1.79,0.19,0.39,0.19,0,0,0.59,0.19,0.79,0.19,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.018,0.018,0,0,3.716,47,472,"0"
"3659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,"0"
"392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,0,0,0,0,3.8,15,19,"1"
"167",0,0,0,0,2.1,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,34,108,"1"
"3887",0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,1.29,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,6,26,"0"
"338",0,0,0,0,0,0,0,1.29,0,0.43,0,0,0,0,0,0.43,0,1.73,0.43,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0.31,0.062,0,1.477,8,65,"1"
"599",0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,3.333,0,0,2.551,12,74,"1"
"217",0.07,0.02,0.15,0,0.25,0.2,0,0.02,0.15,0,0,0.25,0.25,0.07,0,0.05,0.22,0,0.05,0,0.02,0,0.37,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0.05,0.3,0.02,0,0.02,0,0,0.02,0,0.02,0,0,0,0.011,0.022,0,0,0.022,0,1.423,20,965,"1"
"850",0,1.5,1.5,0,0.75,0,0,0,0.75,3.75,0,2.25,0,0,1.5,0,1.5,0,0.75,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224,1.223,0,107.4,412,537,"1"
"657",0.73,0,0.36,0,0.36,0.36,1.1,0,0,0,0,0.36,0,0,0,0.36,1.84,0.73,2.58,0,1.1,0,0.36,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0.435,0.062,0,4.411,190,300,"1"
"1848",0.08,0.16,0.08,0,0.2,0,0.04,0.04,0.04,0.49,0.12,0.32,0.12,0.04,0,0.08,0,0,0.77,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.65,0,0,0.04,0,0.08,0,0.16,0,0.28,0,0.89,0.016,0.243,0,0.033,0,0.016,2.747,86,1995,"0"
"332",0,0,1.31,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,1.31,0,5.26,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,4.5,25,54,"1"
"642",1.26,0.42,1.26,0,0,0,0,0,0,0,0,0.42,0,0,0,0.42,0,0.84,3.79,0,1.26,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0.067,0,0.472,0.472,0,3,19,108,"1"
"756",0,0.66,0.66,0,0.49,0,0.16,0.16,0,0,0,0.33,0.66,0.49,0.66,0,0,0,2.47,0.49,1.48,0,0,0.16,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.076,0.101,0.05,2.03,32,264,"1"
"283",0,0.38,0.76,0,0.38,0,0.19,0,0,0.57,0.19,0,0.19,0,0.19,0.19,0,0.95,0.19,0.19,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.632,0.03,0.09,6.789,132,869,"1"
"686",0.07,0,0.55,0,0.63,0.23,0.07,0.23,0,0.23,0.07,0.55,0.63,0,0,0.47,0.31,0.31,2.76,0,1.49,0,0.55,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,1.132,0.077,0.012,3.382,77,707,"1"
"3734",0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0.44,0,0,0,0,0,0,1.33,0,0.44,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0.397,0,0,0,0,1.936,10,122,"0"
"2140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.088,0,0,0,0,1.607,4,45,"0"
"1879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,7.14,3.57,0,3.57,0,3.57,3.57,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.24,0,0,1.687,10,27,"0"
"2030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,"0"
"4077",0,0,0.67,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,4.69,0,1.34,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0.493,0,0,0,0,1.24,3,31,"0"
"1736",0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0,0.785,0,0,4.333,13,78,"1"
"4330",0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377,0,0,1,1,33,"0"
"1873",0,0,0.23,0,0.23,0,0,0,0.23,0,0,0,0,1.43,0,0,0.23,0,0.23,0,2.14,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,1.9,0,0,0,0,0,0,0.117,0.235,0,0.117,0,0.164,2.616,160,683,"0"
"2143",0,0,0,0,0,0.32,0,0.65,0,0,0,1.62,0,0.32,0,0,0,0.32,0,0,0,0,0,0,0.32,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0,0,0,4.093,87,262,"0"
"4550",0,0,0,0,0,0.8,0,0,0.8,0,0,0,0,0,0,0,0,0.8,1.6,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0,0,0.294,0,0,0,0,1.166,2,14,"0"
"2606",0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,1.795,11,79,"0"
"4343",0.11,0,0.33,0,0,0,0,0,0,0.11,0,0.45,0,0,0,0.11,0.11,0,2.81,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.22,0,0,0.33,0.56,0,0,0.017,0.136,0,0.051,0,0.017,2.944,63,427,"0"
"191",0,1.12,0.56,0,0.56,0.56,1.12,1.12,0,0,0.56,2.25,0,0,0,2.25,0,1.12,2.25,0,2.82,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416,5,51,"1"
"1697",0.49,0,0.24,0,0.24,0,0,0.73,0,0,0,0.49,0,0,0,0,0,0,4.9,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0.077,0,2.055,22,111,"1"
"2905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,1,1,6,"0"
"3963",0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,1.666,4,25,"0"
"4517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,16.7,0,0,0,0.066,0,0,0,0,2.284,19,329,"0"
"4398",0,0.15,0.3,0,0.15,0,0,0,0,0,0,1.38,0.15,0,0,0,0.15,0,2.6,0,1.68,0,0.15,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0.3,0,0,0,0,0,0,0,0.61,2.91,0,0,0.023,0.093,0,0.069,0,0,2.05,23,326,"0"
"2028",0.36,0,1.47,0,0.36,0,0,0,0.36,0,0.36,3.32,0,0,0,0,0,0,1.1,0,0.36,0,0,0,0.36,0.36,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,1.1,0,0,0,0,0,0,0,0.051,0,0,0,0,2.293,45,172,"0"
"2529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0.396,2.533,10,38,"0"
"3322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,5,20,"0"
"2807",0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,1.61,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0.253,1.518,0,0.506,0,0,2.047,6,43,"0"
"69",0.3,0,0.61,0,0,0,0,0,0,0.92,0.3,0.92,0.3,0.3,0,2.15,0.61,0,5.53,0,1.23,0,0,0.3,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.1,0,1.053,0.351,0.25,3.884,66,303,"1"
"1047",0,0.56,0.56,0,1.12,0.56,2.25,0,0,0.56,0,0.56,0,0,0,0,0,0.56,3.38,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0.083,0,0.503,0,0.083,16.304,148,375,"1"
"508",0.4,0.4,0.26,0,0.13,0.2,0.06,0.33,0,1.14,0.33,1.07,1,0,0.26,0.4,0.06,0,4.1,0,0.94,0,0.53,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,1.06,0.151,0.05,4.623,123,1045,"1"
"976",0.74,0,0,0,0,0,0.74,0,0,1.49,0.74,0.74,0,0,0,0.74,3.73,0,4.47,0,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.118,0.236,2.15,7,43,"1"
"2717",0,0,2.27,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0.296,0,0,5.25,32,63,"0"
"3508",0.09,0,0,0,0,0.09,0,0.28,0,0,0,0.76,0.09,0,0,0,0.38,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0.38,0,0,0,0.09,0,0,0.47,0,0.09,0,0,0,0,0,0,0.026,0.093,0,0.013,0.12,0,2.658,24,577,"0"
"149",0.36,0,1.09,0,0,0,0,0,0,0,0,0.72,1.81,0,0,0,0,0,0.72,0,1.09,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.126,0,0.063,0.126,0,2.562,35,123,"1"
"1662",0.1,0.1,0.03,0,0.07,0.03,0,0.03,0,0.1,0,0.53,0,0,0,0.17,0.03,0,0.81,0.03,1.35,0,0.1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.03,0,0,0.071,0,0.006,0.065,0,2.106,46,3214,"1"
"3263",0.22,0,0.07,0,0.07,0.07,0,0.14,0,0.36,0,0.51,0.44,0.07,0,0,0.29,0.07,0.07,0,0.07,0,0,0,1.99,0,0,0,0.29,0.29,0,0,0,0,0,0.14,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0.041,0.031,0,0.031,0,0,1.912,22,568,"0"
"7",0,0,0,0,1.92,0,0,0,0,0.64,0.96,1.28,0,0,0,0.96,0,0.32,3.85,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0.164,0.054,0,1.671,4,112,"1"
"1393",0.43,0.43,0.43,0,0.43,0,0,0,0,1.31,0,0.87,0.43,0,0,2.63,0,0,1.75,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0.941,0.067,0,2.329,28,226,"1"
"3804",0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.888,13,35,"0"
"2785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,17,34,"0"
"1584",0.58,0,0.19,0,1.75,0.39,0.58,0,0,0.19,0.39,0.78,0.39,0,0,0.58,0.58,0.58,4.29,0,0.39,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0.271,0,0.067,0.135,0,3.015,21,190,"1"
